Date,PrecipTotal,StnPressure,ResultSpeed,ResultDir,VCTS,RA,HZ,BR,FG,DZ,TSRA,TS
2011-05-16,0.0,29.28,13.5,2,0,0,0,0,0,0,0,0
2011-05-17,0.0,29.21,12.2,3,0,0,0,0,0,0,0,0
2011-05-18,0.07,29.16,6.2,2,0,1,0,1,0,1,0,0
2011-05-19,0.0,29.29,3.6,2,0,0,1,1,0,0,0,0
2011-05-20,0.0,29.3,5.5,6,0,0,0,1,0,0,0,0
2011-05-21,0.01,29.13,7.0,15,0,0,0,1,0,0,0,0
2011-05-22,0.58,28.95,10.3,19,0,1,0,1,0,0,1,0
2011-05-23,0.005,28.92,10.0,25,0,0,0,0,0,0,0,0
2011-05-24,0.11,29.15,12.0,4,0,0,0,0,0,0,0,0
2011-05-25,2.24,28.92,10.7,3,0,1,0,1,0,0,1,0
2011-05-26,1.06,29.15,17.7,2,0,1,0,1,0,0,0,0
2011-05-27,0.005,29.21,7.3,5,0,1,0,0,0,0,0,0
2011-05-28,0.12,29.1,6.0,18,0,1,0,1,0,0,0,0
2011-05-29,1.88,29.16,3.6,11,0,1,0,1,1,0,0,1
2011-05-30,0.0,29.26,12.4,20,0,0,0,0,0,0,0,0
2011-05-31,0.08,29.34,12.4,22,0,0,0,0,0,0,0,1
2011-06-01,0.0,29.44,10.7,27,0,0,0,0,0,0,0,0
2011-06-02,0.02,29.45,9.0,6,0,1,0,0,0,0,0,0
2011-06-03,0.01,29.31,10.8,17,0,0,0,0,0,0,0,0
2011-06-04,0.18,29.31,1.4,26,0,0,0,0,0,0,1,0
2011-06-05,0.005,29.36,3.1,7,0,0,0,0,0,0,0,0
2011-06-06,0.0,29.15,8.5,20,0,0,0,0,0,0,0,0
2011-06-07,0.0,29.11,10.3,23,0,0,0,0,0,0,0,0
2011-06-08,0.17,29.13,11.6,24,0,0,0,0,0,0,1,0
2011-06-09,0.93,29.28,8.0,4,0,1,0,1,0,0,1,0
2011-06-10,0.52,29.21,6.4,3,0,1,1,1,0,0,0,0
2011-06-11,0.03,29.24,4.7,5,0,1,0,1,1,1,0,0
2011-06-12,0.0,29.38,8.3,3,0,0,0,1,0,0,0,0
2011-06-13,0.0,29.39,7.5,6,0,0,0,0,0,0,0,0
2011-06-14,0.0,29.25,7.8,9,0,0,0,0,0,0,0,0
2011-06-15,0.8,29.0,9.2,15,0,1,0,1,0,0,1,0
2011-06-16,0.04,29.05,5.5,29,0,1,0,1,0,0,0,0
2011-06-17,0.0,29.13,5.8,6,0,0,0,0,0,0,0,0
2011-06-18,0.0,29.1,4.6,6,0,0,0,0,0,0,0,0
2011-06-19,0.0,29.03,4.1,11,0,0,0,0,0,0,0,0
2011-06-20,0.18,29.01,6.2,16,0,1,0,1,0,0,1,0
2011-06-21,0.45,28.92,11.5,18,0,1,0,1,0,0,0,0
2011-06-22,0.02,28.89,12.6,21,0,1,0,0,0,0,0,0
2011-06-23,0.01,28.9,11.4,26,0,1,0,1,0,0,0,0
2011-06-24,0.0,29.08,9.4,29,0,0,0,0,0,0,0,0
2011-06-25,0.0,29.21,2.5,10,0,0,0,0,0,0,0,0
2011-06-26,0.0,29.23,5.8,9,0,0,0,0,0,0,0,0
2011-06-27,0.03,29.08,6.9,21,0,1,1,0,0,0,0,0
2011-06-28,0.0,29.28,9.1,30,0,0,0,0,0,0,0,0
2011-06-29,0.0,29.35,3.7,8,0,0,0,0,0,0,0,0
2011-06-30,0.005,29.28,8.2,17,0,0,0,0,0,0,0,0
2011-07-01,0.0,29.24,14.3,18,0,0,0,0,0,0,0,0
2011-07-02,0.0,29.25,3.9,24,0,0,0,1,0,0,0,0
2011-07-03,0.0,29.28,4.7,2,0,0,0,0,0,0,0,0
2011-07-04,0.0,29.26,2.9,5,0,0,0,0,0,0,0,0
2011-07-05,0.0,29.25,5.2,28,0,0,0,0,0,0,0,0
2011-07-06,0.005,29.27,5.7,4,0,0,0,0,0,0,0,0
2011-07-07,0.005,29.22,5.1,7,0,1,0,0,0,0,0,0
2011-07-08,0.0,29.17,5.1,6,0,0,0,0,0,0,0,0
2011-07-09,0.0,29.21,5.2,19,0,0,0,0,0,0,0,0
2011-07-10,0.005,29.18,9.3,19,0,0,1,0,0,0,0,0
2011-07-11,0.39,29.12,5.5,25,0,0,1,0,0,0,0,0
2011-07-12,0.01,29.25,5.6,2,0,1,0,0,0,0,0,0
2011-07-13,0.0,29.35,10.5,4,0,0,0,0,0,0,0,0
2011-07-14,0.0,29.3,6.5,10,0,0,0,0,0,0,0,0
2011-07-15,0.005,29.27,5.4,9,0,0,0,0,0,0,0,0
2011-07-16,0.005,29.32,3.4,19,0,1,0,0,0,0,0,0
2011-07-17,0.0,29.35,6.2,22,0,0,0,0,0,0,0,0
2011-07-18,0.01,29.23,10.6,25,0,1,1,0,0,0,0,0
2011-07-19,0.0,29.17,4.5,7,0,0,0,0,0,0,0,0
2011-07-20,0.02,29.08,9.0,23,0,0,1,1,0,0,0,0
2011-07-21,0.02,29.1,6.2,28,0,0,0,0,0,0,0,1
2011-07-22,1.55,29.18,1.7,9,0,1,0,1,0,0,1,1
2011-07-23,6.86,29.23,0.8,30,0,1,0,1,0,0,1,1
2011-07-24,0.18,29.26,1.5,23,0,0,0,1,0,0,1,1
2011-07-25,0.0,29.2,3.4,32,0,0,0,0,0,0,0,0
2011-07-26,0.0,29.18,6.3,5,0,0,0,0,0,0,0,0
2011-07-27,0.71,29.13,6.2,16,0,0,0,0,0,0,1,1
2011-07-28,0.7,29.2,3.2,23,0,1,0,1,0,0,1,0
2011-07-29,0.7,29.28,4.3,4,0,0,0,1,0,0,0,0
2011-07-30,0.0,29.35,2.4,13,0,0,0,0,0,0,0,0
2011-07-31,0.0,29.35,4.9,25,0,0,0,0,0,0,0,0
2011-08-01,0.0,29.28,4.2,27,0,0,0,0,0,0,0,0
2011-08-02,0.43,29.04,8.3,21,0,0,0,0,0,0,0,0
2011-08-03,0.0,29.11,6.9,2,0,0,0,0,0,0,0,0
2011-08-04,0.0,29.25,5.3,5,0,0,0,0,0,0,0,0
2011-08-05,0.005,29.21,4.0,5,0,1,0,0,0,0,0,0
2011-08-06,0.18,29.1,2.5,5,0,1,0,1,0,0,0,0
2011-08-07,0.75,29.03,4.6,27,0,0,0,1,0,0,1,0
2011-08-08,0.63,29.0,4.0,4,0,1,0,1,0,0,0,0
2011-08-09,0.0,28.97,10.8,28,0,0,0,1,0,0,0,0
2011-08-10,0.0,29.14,7.3,31,0,0,0,0,0,0,0,0
2011-08-11,0.0,29.25,2.0,24,0,0,0,0,0,0,0,0
2011-08-12,0.0,29.22,8.3,19,0,0,0,0,0,0,0,0
2011-08-13,0.75,29.15,3.6,27,0,1,0,0,0,0,0,0
2011-08-14,0.005,29.24,10.4,36,0,1,0,0,0,0,0,0
2011-08-15,0.0,29.28,2.4,2,0,0,0,0,0,0,0,0
2011-08-16,0.0,29.32,2.9,18,0,0,0,0,0,0,0,0
2011-08-17,0.0,29.31,5.6,22,0,0,0,0,0,0,0,0
2011-08-18,0.0,29.23,2.3,4,0,0,0,0,0,0,0,0
2011-08-19,0.0,29.18,3.3,14,0,0,0,0,0,0,0,0
2011-08-20,1.11,29.22,1.3,21,0,1,0,1,1,0,0,0
2011-08-21,0.005,29.26,8.0,32,0,1,0,0,0,0,0,0
2011-08-22,0.0,29.3,1.6,26,0,0,0,0,0,0,0,0
2011-08-23,0.65,29.1,9.1,20,0,0,0,1,0,0,1,0
2011-08-24,0.0,28.99,8.2,27,0,0,0,1,0,0,0,0
2011-08-25,0.0,29.26,4.1,36,0,0,0,0,0,0,0,0
2011-08-26,0.0,29.26,1.9,26,0,0,0,0,0,0,0,0
2011-08-27,0.0,29.21,8.2,2,0,0,0,0,0,0,0,0
2011-08-28,0.0,29.22,7.0,2,0,0,0,0,0,0,0,0
2011-08-29,0.0,29.31,1.4,2,0,0,0,0,0,0,0,0
2011-08-30,0.04,29.33,5.3,15,0,1,0,0,0,0,0,0
2011-08-31,0.005,29.23,5.4,17,0,1,0,0,0,0,0,0
2011-09-01,0.0,29.2,5.2,21,0,0,0,0,0,0,0,0
2011-09-02,0.0,29.18,4.9,22,0,0,1,0,0,0,0,0
2011-09-03,0.02,29.16,2.5,29,0,1,1,1,0,0,0,0
2011-09-04,0.0,29.24,10.5,32,0,0,0,0,0,0,0,0
2011-09-05,0.0,29.39,14.2,1,0,0,0,0,0,0,0,0
2011-09-06,0.0,29.44,9.5,3,0,0,0,0,0,0,0,0
2011-09-07,0.0,29.42,10.2,1,0,0,0,0,0,0,0,0
2011-09-08,0.005,29.34,13.0,2,0,1,0,0,0,0,0,0
2011-09-09,0.02,29.23,8.2,4,0,1,0,0,0,0,0,0
2011-09-10,0.0,29.29,0.9,14,0,0,0,1,0,0,0,0
2011-09-11,0.0,29.27,5.1,27,0,0,0,1,0,0,0,0
2011-09-12,0.0,29.18,10.5,23,0,0,0,0,0,0,0,0
2011-09-13,0.0,29.2,4.9,31,0,0,1,1,0,0,0,0
2011-09-14,0.08,29.39,6.3,34,0,1,1,1,0,0,0,0
2011-09-15,0.0,29.61,7.4,1,0,0,0,0,0,0,0,0
2011-09-16,0.0,29.59,1.4,8,0,0,0,0,0,0,0,0
2011-09-17,0.0,29.53,7.7,11,0,0,0,0,0,0,0,0
2011-09-18,0.43,29.34,8.9,15,0,1,0,1,0,1,0,0
2011-09-19,0.24,29.24,4.1,29,0,1,0,1,0,0,0,0
2011-09-20,0.0,29.26,7.3,18,0,0,0,1,0,0,0,0
2011-09-21,0.005,29.23,10.2,25,0,1,0,0,0,0,0,0
2011-09-22,0.0,29.36,4.6,27,0,0,0,0,0,0,0,0
2011-09-23,0.0,29.33,5.9,36,0,0,0,0,0,0,0,0
2011-09-24,0.14,29.26,3.6,3,0,1,0,1,0,0,0,0
2011-09-25,0.08,29.13,4.1,14,0,1,0,0,0,0,0,0
2011-09-26,1.21,28.92,8.8,18,0,1,0,1,0,0,0,0
2011-09-27,0.31,29.0,4.3,6,0,1,0,1,0,0,0,0
2011-09-28,0.77,29.07,6.5,32,0,1,0,1,0,0,0,0
2011-09-29,0.06,28.98,11.7,28,0,1,0,1,0,0,0,0
2011-09-30,0.09,29.32,14.6,34,0,1,0,0,0,0,0,0
2011-10-01,0.005,29.53,9.6,36,0,0,0,0,0,0,0,0
2011-10-02,0.0,29.47,4.7,32,0,0,0,0,0,0,0,0
2011-10-03,0.0,29.48,3.4,3,0,0,0,0,0,0,0,0
2011-10-04,0.0,29.52,1.1,16,0,0,0,0,0,0,0,0
2011-10-05,0.0,29.49,1.9,18,0,0,0,0,0,0,0,0
2011-10-06,0.0,29.5,3.8,15,0,0,0,0,0,0,0,0
2011-10-07,0.0,29.52,7.5,18,0,0,0,0,0,0,0,0
2011-10-08,0.0,29.56,7.2,19,0,0,0,0,0,0,0,0
2011-10-09,0.0,29.55,2.8,9,0,0,0,0,0,0,0,0
2011-10-10,0.0,29.39,5.2,16,0,0,0,0,0,0,0,0
2011-10-11,0.0,29.23,4.1,15,0,0,0,0,0,0,0,0
2011-10-12,0.0,29.03,7.0,14,0,0,0,0,0,0,0,0
2011-10-13,0.28,28.81,4.3,26,0,1,0,1,0,0,0,0
2011-10-14,0.0,28.9,15.4,28,0,0,0,0,0,0,0,0
2011-10-15,0.0,29.1,14.8,27,0,0,0,0,0,0,0,0
2011-10-16,0.17,29.08,7.4,28,0,1,0,0,0,0,0,0
2011-10-17,0.0,29.11,10.2,26,0,0,0,0,0,0,0,0
2011-10-18,0.06,29.09,6.4,1,0,1,0,0,0,0,0,0
2011-10-19,0.85,28.93,17.1,36,0,1,0,1,0,0,0,0
2011-10-20,0.08,29.0,15.8,32,0,1,0,0,0,0,0,0
2011-10-21,0.0,29.32,4.6,29,0,0,0,0,0,0,0,0
2011-10-22,0.0,29.28,3.2,23,0,0,0,0,0,0,0,0
2011-10-23,0.2,29.19,6.1,22,0,1,0,1,0,0,1,0
2011-10-24,0.0,29.34,5.7,28,0,0,0,0,0,0,0,0
2011-10-25,0.02,29.11,7.6,19,0,1,0,0,0,0,0,0
2011-10-26,0.0,29.19,12.4,36,0,0,0,0,0,0,0,0
2011-10-27,0.12,29.34,3.6,35,0,1,0,0,0,0,0,0
2011-10-28,0.03,29.36,4.9,22,0,0,0,0,0,0,0,0
2011-10-29,0.0,29.34,4.6,28,0,0,0,0,0,0,0,0
2011-10-30,0.17,29.27,10.6,19,0,1,0,1,0,0,0,0
2011-10-31,0.0,29.34,3.9,25,0,0,0,1,0,0,0,0
2012-05-01,0.09,29.18,6.2,12,0,1,1,1,0,0,0,0
2012-05-02,0.0,29.12,8.1,21,0,0,0,1,0,0,0,0
2012-05-03,1.34,29.16,10.8,21,0,0,0,0,0,0,1,1
2012-05-04,0.28,29.23,5.2,5,0,0,1,1,0,0,1,0
2012-05-05,0.005,29.29,8.0,4,0,1,1,1,0,0,0,0
2012-05-06,0.8,29.22,5.0,6,0,1,0,1,0,0,1,1
2012-05-07,0.47,29.15,2.3,34,0,1,1,1,1,0,1,0
2012-05-08,0.0,29.13,8.3,28,0,0,0,1,0,0,0,0
2012-05-09,0.06,29.2,4.2,1,0,1,0,0,0,0,0,0
2012-05-10,0.0,29.29,3.2,5,0,0,0,0,0,0,0,0
2012-05-11,0.0,29.36,9.3,20,0,0,0,0,0,0,0,0
2012-05-12,0.03,29.51,5.7,3,0,1,0,0,0,0,0,0
2012-05-13,0.0,29.45,7.4,4,0,0,0,0,0,0,0,0
2012-05-14,0.0,29.31,2.5,19,0,0,0,0,0,0,0,0
2012-05-15,0.05,29.18,6.9,25,0,1,0,0,0,0,0,1
2012-05-16,0.0,29.38,9.6,5,0,0,0,0,0,0,0,0
2012-05-17,0.0,29.38,5.3,11,0,0,0,0,0,0,0,0
2012-05-18,0.0,29.29,8.7,16,0,0,0,0,0,0,0,0
2012-05-19,0.0,29.29,8.2,17,0,0,0,0,0,0,0,0
2012-05-20,0.14,29.28,8.2,22,0,1,0,0,0,0,1,0
2012-05-21,0.0,29.39,11.6,1,0,0,0,0,0,0,0,0
2012-05-22,0.0,29.28,6.1,5,0,0,0,0,0,0,0,0
2012-05-23,0.0,29.1,6.6,16,0,0,0,0,0,0,0,0
2012-05-24,0.0,28.97,17.5,18,0,0,0,0,0,0,0,0
2012-05-25,0.0,29.31,3.4,3,0,0,0,0,0,0,0,0
2012-05-26,0.005,29.37,9.6,7,0,1,0,0,0,0,0,0
2012-05-27,0.0,29.16,8.7,18,0,0,0,0,0,0,0,0
2012-05-28,0.005,29.03,13.4,22,0,0,0,0,0,0,0,0
2012-05-29,0.0,29.1,11.1,28,0,0,0,0,0,0,0,0
2012-05-30,0.0,29.22,5.4,36,0,0,0,0,0,0,0,0
2012-05-31,1.12,29.2,10.3,4,0,1,0,1,0,0,0,0
2012-06-01,0.01,29.07,7.3,36,0,1,0,0,0,0,0,0
2012-06-02,0.0,29.03,10.6,26,0,0,0,0,0,0,0,0
2012-06-03,0.005,29.1,9.5,28,0,0,0,0,0,0,0,0
2012-06-04,0.005,29.18,7.5,4,0,0,0,0,0,0,0,0
2012-06-05,0.0,29.29,8.9,4,0,0,0,0,0,0,0,0
2012-06-06,0.0,29.36,6.2,4,0,0,0,0,0,0,0,0
2012-06-07,0.0,29.38,2.2,10,0,0,0,0,0,0,0,0
2012-06-08,0.0,29.26,7.2,25,0,0,0,0,0,0,0,0
2012-06-09,0.0,29.18,9.3,22,0,0,0,0,0,0,0,0
2012-06-10,0.0,29.2,11.9,19,0,0,0,0,0,0,0,0
2012-06-11,0.005,29.12,8.9,23,0,1,0,0,0,0,0,0
2012-06-12,0.0,29.34,7.0,33,0,0,0,0,0,0,0,0
2012-06-13,0.0,29.43,7.2,8,0,0,0,0,0,0,0,0
2012-06-14,0.0,29.34,7.9,13,0,0,0,0,0,0,0,0
2012-06-15,0.0,29.33,8.2,16,0,0,0,0,0,0,0,0
2012-06-16,0.31,29.23,10.0,20,0,1,0,1,0,0,0,0
2012-06-17,0.11,29.13,5.7,23,0,1,0,1,0,0,0,0
2012-06-18,0.0,29.03,16.8,21,0,0,0,0,0,0,0,0
2012-06-19,0.0,29.21,14.9,21,0,0,0,0,0,0,0,0
2012-06-20,0.0,29.22,15.2,21,0,0,0,0,0,0,0,0
2012-06-21,0.01,29.21,7.5,27,0,1,0,0,0,0,0,0
2012-06-22,0.0,29.26,2.6,34,0,0,0,0,0,0,0,0
2012-06-23,0.0,29.28,3.2,8,0,0,0,0,0,0,0,0
2012-06-24,0.0,29.25,3.1,4,0,0,0,0,0,0,0,0
2012-06-25,0.0,29.35,13.6,4,0,0,0,0,0,0,0,0
2012-06-26,0.0,29.27,3.5,9,0,0,0,0,0,0,0,0
2012-06-27,0.0,29.13,12.1,20,0,0,0,0,0,0,0,0
2012-06-28,0.04,29.08,6.4,26,0,0,1,0,0,0,1,0
2012-06-29,0.42,29.16,2.4,4,0,1,0,0,0,0,1,1
2012-06-30,0.0,29.11,6.0,24,0,0,0,0,0,0,0,0
2012-07-01,0.005,29.23,3.1,23,0,0,0,0,0,0,0,0
2012-07-02,0.0,29.21,4.4,23,0,0,1,1,0,0,0,0
2012-07-03,0.0,29.13,9.4,25,0,0,0,0,0,0,0,0
2012-07-04,0.0,29.15,9.4,25,0,0,0,0,0,0,0,0
2012-07-05,0.28,29.2,5.5,24,0,0,0,0,0,0,1,0
2012-07-06,0.0,29.21,6.5,27,0,0,0,0,0,0,0,0
2012-07-07,0.0,29.26,7.9,2,0,0,0,0,0,0,0,0
2012-07-08,0.0,29.34,11.3,3,0,0,0,0,0,0,0,0
2012-07-09,0.0,29.33,4.7,5,0,0,0,0,0,0,0,0
2012-07-10,0.0,29.39,9.9,4,0,0,0,0,0,0,0,0
2012-07-11,0.0,29.39,5.8,9,0,0,0,0,0,0,0,0
2012-07-12,0.0,29.35,6.4,11,0,0,0,0,0,0,0,0
2012-07-13,0.28,29.31,3.4,15,0,1,0,1,0,0,1,1
2012-07-14,0.005,29.3,2.0,25,0,0,0,0,0,0,0,0
2012-07-15,0.0,29.29,2.2,27,0,0,0,0,0,0,0,0
2012-07-16,0.0,29.19,7.1,24,0,0,0,0,0,0,0,0
2012-07-17,0.0,29.13,8.6,26,0,0,0,0,0,0,0,0
2012-07-18,0.85,29.18,6.0,6,0,1,0,1,0,0,1,1
2012-07-19,0.8,29.2,5.2,4,0,1,0,1,0,0,1,0
2012-07-20,0.0,29.34,9.5,4,0,0,0,0,0,0,0,0
2012-07-21,0.0,29.34,4.3,24,0,0,0,0,0,0,0,0
2012-07-22,0.005,29.31,5.9,21,0,0,0,0,0,0,0,0
2012-07-23,0.005,29.2,9.8,24,0,1,0,0,0,0,0,0
2012-07-24,0.54,29.24,6.6,5,0,1,0,0,0,0,1,0
2012-07-25,0.01,28.99,9.3,20,0,1,0,0,0,0,0,0
2012-07-26,0.71,29.0,6.4,25,0,1,0,0,0,0,1,0
2012-07-27,0.03,29.17,5.4,34,0,0,0,0,0,0,0,0
2012-07-28,0.0,29.38,6.2,6,0,0,0,0,0,0,0,0
2012-07-29,0.005,29.31,4.4,15,0,1,0,0,0,0,0,0
2012-07-30,0.0,29.19,5.7,21,0,0,0,0,0,0,0,0
2012-07-31,0.16,29.21,4.2,6,0,0,0,0,0,0,0,0
2012-08-01,0.0,29.19,1.7,19,0,0,0,0,0,0,0,0
2012-08-02,0.0,29.13,1.5,11,0,0,0,0,0,0,0,0
2012-08-03,0.0,29.16,4.9,7,0,0,0,1,0,0,0,0
2012-08-04,0.37,29.15,3.8,20,0,0,0,0,0,0,1,1
2012-08-05,0.0,29.35,7.0,31,0,0,0,0,0,0,0,0
2012-08-06,0.0,29.35,3.2,24,0,0,0,0,0,0,0,0
2012-08-07,0.0,29.21,7.0,25,0,0,0,0,0,0,0,0
2012-08-08,0.005,29.24,8.3,5,0,1,0,0,0,0,0,0
2012-08-09,0.05,29.16,7.3,4,0,1,0,1,0,0,0,0
2012-08-10,0.18,29.2,13.2,36,0,1,0,1,0,0,1,0
2012-08-11,0.0,29.26,6.5,35,0,0,0,0,0,0,0,0
2012-08-12,0.005,29.27,3.4,22,0,0,0,0,0,0,0,0
2012-08-13,0.4,29.24,0.3,2,0,1,0,1,0,0,0,0
2012-08-14,0.005,29.2,0.6,6,0,0,0,1,0,0,0,0
2012-08-15,0.005,29.19,5.7,23,0,0,0,0,0,0,0,0
2012-08-16,0.39,29.13,7.0,25,0,0,0,1,0,0,1,0
2012-08-17,0.0,29.27,4.9,33,0,0,0,0,0,0,0,0
2012-08-18,0.0,29.26,2.6,14,0,0,0,0,0,0,0,0
2012-08-19,0.0,29.22,1.5,7,0,0,0,0,0,0,0,0
2012-08-20,0.08,29.25,3.5,5,0,1,0,0,0,0,1,0
2012-08-21,0.0,29.35,2.6,13,0,0,0,0,0,0,0,0
2012-08-22,0.0,29.35,5.5,19,0,0,0,0,0,0,0,0
2012-08-23,0.03,29.33,7.6,18,0,1,0,0,0,0,0,0
2012-08-24,0.0,29.28,8.2,19,0,0,0,0,0,0,0,0
2012-08-25,0.0,29.29,7.4,18,0,0,0,0,0,0,0,0
2012-08-26,0.57,29.29,6.1,18,0,1,0,1,0,0,0,0
2012-08-27,0.0,29.33,4.6,1,0,0,0,1,0,0,0,0
2012-08-28,0.0,29.37,3.6,7,0,0,0,0,0,0,0,0
2012-08-29,0.0,29.33,4.8,13,0,0,0,0,0,0,0,0
2012-08-30,0.0,29.28,10.2,20,0,0,0,0,0,0,0,0
2012-08-31,0.0,29.32,4.9,24,0,0,0,0,0,0,0,0
2012-09-01,0.005,29.29,12.1,5,0,1,0,0,0,0,0,0
2012-09-02,0.005,29.19,10.4,6,0,0,0,0,0,0,0,0
2012-09-03,0.0,29.17,4.6,6,0,0,0,1,0,0,0,0
2012-09-04,0.64,29.13,2.8,7,0,1,0,1,0,0,1,0
2012-09-05,0.16,29.11,3.3,23,0,1,0,0,0,0,0,0
2012-09-06,0.0,29.18,3.2,34,0,0,0,0,0,0,0,0
2012-09-07,0.06,29.11,4.7,34,0,1,0,1,0,0,0,0
2012-09-08,0.28,29.14,9.5,31,0,1,0,0,0,0,0,0
2012-09-09,0.0,29.35,8.1,35,0,0,0,0,0,0,0,0
2012-09-10,0.0,29.42,5.9,19,0,0,0,0,0,0,0,0
2012-09-11,0.0,29.38,11.1,20,0,0,0,0,0,0,0,0
2012-09-12,0.0,29.4,10.0,21,0,0,0,0,0,0,0,0
2012-09-13,0.19,29.54,8.7,36,0,1,0,0,0,0,0,0
2012-09-14,0.0,29.57,6.6,30,0,0,0,0,0,0,0,0
2012-09-15,0.0,29.47,1.7,17,0,0,0,0,0,0,0,0
2012-09-16,0.0,29.3,4.7,22,0,0,0,0,0,0,0,0
2012-09-17,0.26,29.1,4.8,26,0,1,0,1,0,0,1,0
2012-09-18,0.005,29.21,11.8,33,0,0,0,0,0,0,0,0
2012-09-19,0.0,29.19,15.9,20,0,0,0,0,0,0,0,0
2012-09-20,0.0,29.16,8.4,28,0,0,0,0,0,0,0,0
2012-09-21,0.15,29.13,1.9,29,0,1,0,0,0,0,0,0
2012-09-22,0.02,29.29,10.3,29,0,1,0,0,0,0,0,0
2012-09-23,0.0,29.49,6.2,30,0,0,0,0,0,0,0,0
2012-09-24,0.0,29.28,11.3,23,0,0,0,0,0,0,0,0
2012-09-25,0.0,29.13,8.6,21,0,0,0,0,0,0,0,0
2012-09-26,0.0,29.34,9.4,3,0,0,0,0,0,0,0,0
2012-09-27,0.0,29.44,8.3,36,0,0,0,0,0,0,0,0
2012-09-28,0.005,29.4,7.5,1,0,1,0,0,0,0,0,0
2012-09-29,0.0,29.29,2.4,34,0,0,0,0,0,0,0,0
2012-09-30,0.0,29.23,7.2,3,0,0,0,0,0,0,0,0
2012-10-01,0.0,29.13,3.8,6,0,0,0,0,0,0,0,0
2012-10-02,0.0,29.15,9.6,3,0,0,0,0,0,0,0,0
2012-10-03,0.26,29.23,2.8,22,0,1,0,1,0,1,0,0
2012-10-04,0.12,29.31,10.1,24,0,1,0,0,0,0,0,0
2012-10-05,0.0,29.36,8.4,28,0,0,0,0,0,0,0,0
2012-10-06,0.0,29.41,9.5,30,0,0,0,0,0,0,0,0
2012-10-07,0.0,29.41,6.1,28,0,0,0,0,0,0,0,0
2012-10-08,0.0,29.32,13.9,20,0,0,0,0,0,0,0,0
2012-10-09,0.17,29.15,13.1,22,0,1,0,1,0,0,0,0
2012-10-10,0.0,29.36,12.1,28,0,0,0,0,0,0,0,0
2012-10-11,0.02,29.4,9.0,23,0,1,0,0,0,0,0,0
2012-10-12,0.005,29.61,6.1,7,0,0,0,0,0,0,0,0
2012-10-13,0.21,29.18,11.9,20,0,1,0,1,0,1,0,0
2012-10-14,0.77,28.89,10.8,24,0,1,0,1,0,0,1,0
2012-10-15,0.0,29.21,5.4,32,0,0,0,0,0,0,0,0
2012-10-16,0.0,28.97,14.0,18,0,0,0,0,0,0,0,0
2012-10-17,0.51,28.71,15.6,19,0,1,0,1,0,0,0,0
2012-10-18,0.07,28.71,13.7,22,0,1,0,0,0,0,0,0
2012-10-19,0.02,28.81,4.2,26,0,1,0,0,0,1,0,0
2012-10-20,0.0,29.1,6.9,27,0,0,0,0,0,0,0,0
2012-10-21,0.0,29.25,6.2,16,0,0,0,0,0,0,0,0
2012-10-22,0.81,29.18,4.0,20,0,1,0,1,0,0,1,0
2012-10-23,0.06,29.18,4.4,16,0,1,0,1,0,0,0,0
2012-10-24,0.0,29.15,11.5,19,0,0,0,0,0,0,0,0
2012-10-25,0.13,29.11,11.8,22,0,1,0,0,0,0,0,0
2012-10-26,0.0,29.54,8.9,34,0,0,0,0,0,0,0,0
2012-10-27,0.0,29.54,9.6,36,0,0,0,0,0,0,0,0
2012-10-28,0.0,29.52,12.8,1,0,0,0,0,0,0,0,0
2012-10-29,0.0,29.43,14.3,36,0,0,0,0,0,0,0,0
2012-10-30,0.0,29.08,19.4,35,0,0,0,0,0,0,0,0
2012-10-31,0.0,29.09,13.5,33,0,0,0,0,0,0,0,0
2013-05-01,0.0,29.36,8.0,18,0,0,0,0,0,0,0,0
2013-05-02,0.11,29.44,15.2,3,0,1,0,0,0,0,0,0
2013-05-03,0.05,29.28,11.2,4,0,1,0,1,0,0,0,0
2013-05-04,0.02,29.26,6.1,6,0,0,0,0,0,0,0,0
2013-05-05,0.005,29.28,8.8,3,0,1,0,0,0,0,0,0
2013-05-06,0.005,29.28,7.5,3,0,0,0,0,0,0,0,0
2013-05-07,0.0,29.28,4.7,5,0,0,0,0,0,0,0,0
2013-05-08,0.0,29.26,3.7,7,0,0,0,0,0,0,0,0
2013-05-09,0.32,29.15,1.0,9,0,1,0,0,0,0,0,0
2013-05-10,0.13,29.18,9.4,36,0,1,0,1,0,1,0,0
2013-05-11,0.0,29.21,10.1,30,0,0,0,0,0,0,0,0
2013-05-12,0.0,29.35,7.8,32,0,0,0,0,0,0,0,0
2013-05-13,0.0,29.34,2.5,9,0,0,0,0,0,0,0,0
2013-05-14,0.0,28.98,8.4,22,0,0,0,0,0,0,0,0
2013-05-15,0.0,29.07,3.2,28,0,0,0,0,0,0,0,0
2013-05-16,0.0,29.2,4.1,7,0,0,0,0,0,0,0,0
2013-05-17,0.005,29.29,6.1,4,0,0,0,0,0,0,0,0
2013-05-18,0.0,29.26,5.3,12,0,0,0,0,0,0,0,0
2013-05-19,0.0,29.12,6.2,14,0,0,1,1,0,0,0,0
2013-05-20,1.09,29.03,12.6,22,0,1,0,1,0,0,1,0
2013-05-21,0.56,28.96,11.2,20,0,1,0,1,0,0,0,0
2013-05-22,1.35,28.97,4.5,25,0,1,0,1,0,0,0,1
2013-05-23,0.06,29.38,14.5,2,0,1,0,1,0,0,0,0
