,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,geometry,spray
10048,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2013-09-06,41.662,-87.7246,4.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
10049,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2013-09-06,41.8781,-87.6298,10.0,CULEX PIPIENS/RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
10050,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2013-09-06,41.8781,-87.6298,27.0,CULEX PIPIENS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
10051,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2013-09-06,41.9163,-87.8005,18.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
10052,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2013-09-06,41.9163,-87.8005,13.0,CULEX PIPIENS,  W ARMITAGE AVENUE,,T151,1.0,POINT (-87.800515 41.916265),no_spray
10053,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2013-09-06,41.8461,-87.7163,3.0,CULEX PIPIENS/RESTUANS, S MILLARD AVE,,T152,0.0,POINT (-87.71627700000001 41.846075),no_spray
10054,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2013-09-06,41.8461,-87.7163,12.0,CULEX PIPIENS, S MILLARD AVE,,T152,0.0,POINT (-87.71627700000001 41.846075),no_spray
10055,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2013-09-06,41.6826,-87.708,22.0,CULEX PIPIENS/RESTUANS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
10056,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2013-09-06,41.6826,-87.708,10.0,CULEX PIPIENS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
10057,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2013-09-06,41.964,-87.6918,32.0,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,T220,0.0,POINT (-87.69181 41.963976),no_spray
10058,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2013-09-06,41.964,-87.6918,50.0,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,T220,1.0,POINT (-87.69181 41.963976),no_spray
10059,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2013-09-06,41.9642,-87.7576,35.0,CULEX PIPIENS/RESTUANS, N MILWAUKEE AVE,,T003,1.0,POINT (-87.757639 41.964242),no_spray
10060,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2013-09-06,41.9642,-87.7576,13.0,CULEX PIPIENS, N MILWAUKEE AVE,,T003,0.0,POINT (-87.757639 41.964242),no_spray
10061,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2013-09-06,42.0083,-87.7779,6.0,CULEX PIPIENS/RESTUANS, N MOSELL AVE,,T008,0.0,POINT (-87.77792099999999 42.008314),no_spray
10062,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2013-09-06,42.0083,-87.7779,16.0,CULEX PIPIENS, N MOSELL AVE,,T008,0.0,POINT (-87.77792099999999 42.008314),no_spray
10063,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2013-09-06,41.9914,-87.7471,1.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,POINT (-87.747113 41.991429),no_spray
10064,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2013-09-06,41.8574,-87.695,1.0,CULEX PIPIENS/RESTUANS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
10065,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2013-09-06,41.8574,-87.695,3.0,CULEX PIPIENS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
10066,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2013-09-06,41.8681,-87.6963,19.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
10067,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2013-09-06,41.8681,-87.6963,13.0,CULEX RESTUANS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
10068,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2013-09-06,41.9237,-87.7853,36.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,1.0,POINT (-87.78528799999999 41.923738),no_spray
10069,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2013-09-06,42.0104,-87.6621,2.0,CULEX PIPIENS/RESTUANS, W GREENLEAF AVE,,T018,0.0,POINT (-87.66214000000001 42.010412),no_spray
10070,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-09-06,41.8992,-87.7168,24.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,0.0,POINT (-87.71678799999999 41.89923),no_spray
10071,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2013-09-06,41.8992,-87.7168,45.0,CULEX PIPIENS, N CENTRAL PARK DR,,T030,1.0,POINT (-87.71678799999999 41.89923),no_spray
10072,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2013-09-06,41.9606,-87.7772,8.0,CULEX PIPIENS/RESTUANS, W MONTROSE DR,,T017,0.0,POINT (-87.77718900000001 41.96061599999999),no_spray
10073,"6000 West Montrose Avenue, Chicago, IL 60634, USA",9.0,"6000  W MONTROSE DR, Chicago, IL",60.0,2013-09-06,41.9606,-87.7772,1.0,CULEX PIPIENS, W MONTROSE DR,,T017,0.0,POINT (-87.77718900000001 41.96061599999999),no_spray
10074,"3300 West 104th Street, Chicago, IL 60655, USA",8.0,"3300  W 104TH ST, Chicago, IL",33.0,2013-09-06,41.7043,-87.7037,6.0,CULEX PIPIENS, W 104TH ST,,T095,0.0,POINT (-87.70373599999999 41.704336),no_spray
10075,"1700 North Pulaski Road, Chicago, IL 60639, USA",9.0,"1700  N PULASKI RD, Chicago, IL",17.0,2013-09-06,41.9118,-87.7267,1.0,CULEX RESTUANS, N PULASKI RD,,T039,0.0,POINT (-87.726737 41.911824),no_spray
10076,"1700 North Pulaski Road, Chicago, IL 60639, USA",9.0,"1700  N PULASKI RD, Chicago, IL",17.0,2013-09-06,41.9118,-87.7267,27.0,CULEX PIPIENS, N PULASKI RD,,T039,0.0,POINT (-87.726737 41.911824),no_spray
10077,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2013-09-06,41.8012,-87.6794,13.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T061,1.0,POINT (-87.679447 41.801179),no_spray
10078,"2200 West 51st Street, Chicago, IL 60609, USA",8.0,"2200  W 51ST ST, Chicago, IL",22.0,2013-09-06,41.8012,-87.6794,17.0,CULEX PIPIENS, W 51ST ST,,T061,0.0,POINT (-87.679447 41.801179),no_spray
10079,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2013-09-06,41.8007,-87.7119,4.0,CULEX PIPIENS/RESTUANS, W 51ST ST,,T062,0.0,POINT (-87.71188000000001 41.800737),no_spray
10080,"3500 West 51st Street, Chicago, IL 60632, USA",8.0,"3500  W 51ST ST, Chicago, IL",35.0,2013-09-06,41.8007,-87.7119,1.0,CULEX PIPIENS, W 51ST ST,,T062,0.0,POINT (-87.71188000000001 41.800737),no_spray
10081,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2013-09-06,41.7783,-87.7524,6.0,CULEX PIPIENS/RESTUANS, W 63RD ST,,T065,0.0,POINT (-87.752411 41.77829699999999),no_spray
10082,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",9.0,"5200  W 63RD ST, Chicago, IL",52.0,2013-09-06,41.7783,-87.7524,13.0,CULEX PIPIENS, W 63RD ST,,T065,0.0,POINT (-87.752411 41.77829699999999),no_spray
10083,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2013-09-06,41.7717,-87.703,8.0,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,T066,0.0,POINT (-87.703047 41.77166),no_spray
10084,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",8.0,"6700  S KEDZIE AVE, Chicago, IL",67.0,2013-09-06,41.7717,-87.703,27.0,CULEX PIPIENS, S KEDZIE AVE,,T066,0.0,POINT (-87.703047 41.77166),no_spray
10085,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2013-09-06,41.7684,-87.6786,17.0,CULEX PIPIENS/RESTUANS, W 69TH ST,,T069,1.0,POINT (-87.67864899999999 41.768388),no_spray
10086,"2200 West 69th Street, Chicago, IL 60636, USA",8.0,"2200  W 69TH ST, Chicago, IL",22.0,2013-09-06,41.7684,-87.6786,13.0,CULEX PIPIENS, W 69TH ST,,T069,0.0,POINT (-87.67864899999999 41.768388),no_spray
10087,"1000 East 67th Street, Chicago, IL 60637, USA",8.0,"1000  E 67TH ST, Chicago, IL",10.0,2013-09-06,41.7732,-87.6009,12.0,CULEX PIPIENS, E 67TH ST,,T073,0.0,POINT (-87.60088 41.773215),no_spray
10088,"3900 South Ashland Avenue, Chicago, IL 60609, USA",9.0,"3900  S ASHLAND AVE, Chicago, IL",39.0,2013-09-06,41.8225,-87.6663,40.0,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,T074,0.0,POINT (-87.66634300000001 41.822536),no_spray
10089,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2013-09-06,41.7787,-87.5864,5.0,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,T077,0.0,POINT (-87.586427 41.778748),no_spray
10090,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",8.0,"6400  S STONY ISLAND AVE, Chicago, IL",64.0,2013-09-06,41.7787,-87.5864,1.0,CULEX PIPIENS, S STONY ISLAND AVE,,T077,1.0,POINT (-87.586427 41.778748),no_spray
10091,"7100 South South Shore Drive, Chicago, IL 60649, USA",9.0,"7100  S SOUTH SHORE DR, Chicago, IL",71.0,2013-09-06,41.7662,-87.5629,2.0,CULEX PIPIENS, S SOUTH SHORE DR,,T079,0.0,POINT (-87.562889 41.766202),no_spray
10092,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-09-06,41.7547,-87.6129,15.0,CULEX PIPIENS/RESTUANS, S EBERHART AVE,,T080,0.0,POINT (-87.612922 41.754676),no_spray
10093,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-09-06,41.7547,-87.6129,1.0,CULEX RESTUANS, S EBERHART AVE,,T080,0.0,POINT (-87.612922 41.754676),no_spray
10094,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",9.0,"7700  S EBERHART AVE, Chicago, IL",77.0,2013-09-06,41.7547,-87.6129,38.0,CULEX PIPIENS, S EBERHART AVE,,T080,0.0,POINT (-87.612922 41.754676),no_spray
10095,"5000 South Union Avenue, Chicago, IL 60609, USA",8.0,"5000  S UNION AVE, Chicago, IL",50.0,2013-09-06,41.8034,-87.643,1.0,CULEX PIPIENS, S UNION AVE,,T082,0.0,POINT (-87.642984 41.803423),no_spray
10096,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",9.0,"7900  S CHICAGO AVE, Chicago, IL",79.0,2013-09-06,41.7543,-87.5908,1.0,CULEX PIPIENS/RESTUANS, S CHICAGO AVE,,T083,0.0,POINT (-87.590773 41.754292),no_spray
10097,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-09-06,41.7987,-87.7368,25.0,CULEX PIPIENS/RESTUANS, S KOLMAR,,T114,0.0,POINT (-87.736812 41.798697),no_spray
10098,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-09-06,41.7987,-87.7368,50.0,CULEX PIPIENS, S KOLMAR,,T114,0.0,POINT (-87.736812 41.798697),no_spray
10099,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",8.0,"5200  S KOLMAR, Chicago, IL",52.0,2013-09-06,41.7987,-87.7368,14.0,CULEX PIPIENS, S KOLMAR,,T114,1.0,POINT (-87.736812 41.798697),no_spray
10100,"6300 West 64th Street, Chicago, IL 60638, USA",9.0,"6300  W 64TH ST, Chicago, IL",63.0,2013-09-06,41.7762,-87.7789,7.0,CULEX PIPIENS, W 64TH ST,,T155,0.0,POINT (-87.778927 41.776156),no_spray
10101,"3700 South Pulaski Road, Chicago, IL 60623, USA",9.0,"3700  S PULASKI RD, Chicago, IL",37.0,2013-09-06,41.8256,-87.7265,9.0,CULEX PIPIENS, S PULASKI RD,,T063,0.0,POINT (-87.72654900000001 41.82561),no_spray
10102,"3700 South Pulaski Road, Chicago, IL 60623, USA",9.0,"3700  S PULASKI RD, Chicago, IL",37.0,2013-09-06,41.8256,-87.7265,9.0,CULEX PIPIENS, S PULASKI RD,,T063,0.0,POINT (-87.72654900000001 41.82561),no_spray
10103,"South Doty Avenue, Chicago, IL, USA",5.0,"1200  S DOTY AVE, Chicago, IL",12.0,2013-09-06,41.6734,-87.5999,22.0,CULEX PIPIENS/RESTUANS, S DOTY AVE,,T115,0.0,POINT (-87.599862 41.673408),no_spray
10104,"South Stony Island Avenue, Chicago, IL, USA",5.0,"1000  S STONY ISLAND AVE, Chicago, IL",10.0,2013-09-06,41.7265,-87.5854,10.0,CULEX PIPIENS, S STONY ISLAND AVE,,T138,0.0,POINT (-87.585413 41.726465),no_spray
10105,"South Brandon Avenue, Chicago, IL 60617, USA",5.0,"1300  S BRANDON, Chicago, IL",13.0,2013-09-06,41.7406,-87.5466,31.0,CULEX PIPIENS, S BRANDON,,T209,0.0,POINT (-87.546587 41.740641),no_spray
10106,"3700 118th Street, Chicago, IL 60617, USA",8.0,"3700  E 118TH ST, Chicago, IL",37.0,2013-09-06,41.6809,-87.5352,5.0,CULEX PIPIENS, E 118TH ST,,T212,0.0,POINT (-87.53519799999999 41.680946),no_spray
10107,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2013-09-06,41.7046,-87.5657,10.0,CULEX PIPIENS/RESTUANS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
10108,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2013-09-06,41.7046,-87.5657,1.0,CULEX RESTUANS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
10109,"2400 East 105th Street, Chicago, IL 60617, USA",8.0,"2400  E 105TH ST, Chicago, IL",24.0,2013-09-06,41.7046,-87.5657,40.0,CULEX PIPIENS, E 105TH ST,,T128,0.0,POINT (-87.56566600000001 41.704572),no_spray
10110,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2013-09-06,41.7505,-87.6053,17.0,CULEX PIPIENS/RESTUANS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
10111,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2013-09-06,41.7505,-87.6053,3.0,CULEX RESTUANS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
10112,"South Cottage Grove Avenue, Chicago, IL, USA",5.0,"1000  S COTTAGE GROVE, Chicago, IL",10.0,2013-09-06,41.7505,-87.6053,6.0,CULEX PIPIENS, S COTTAGE GROVE,,T102,0.0,POINT (-87.605294 41.750498),no_spray
10113,"5800 North Pulaski Road, Chicago, IL 60646, USA",8.0,"5800  N PULASKI RD, Chicago, IL",58.0,2013-09-06,41.9848,-87.7285,3.0,CULEX PIPIENS/RESTUANS, N PULASKI RD,,T027,0.0,POINT (-87.728492 41.98480900000001),no_spray
10114,"5800 North Pulaski Road, Chicago, IL 60646, USA",8.0,"5800  N PULASKI RD, Chicago, IL",58.0,2013-09-06,41.9848,-87.7285,19.0,CULEX PIPIENS, N PULASKI RD,,T027,1.0,POINT (-87.728492 41.98480900000001),no_spray
10115,"4000 East 130th Street, Chicago, IL 60633, USA",8.0,"4000  E 130TH ST, Chicago, IL",40.0,2013-09-06,41.6591,-87.5387,12.0,CULEX PIPIENS, E 130TH ST,,T221,0.0,POINT (-87.53869300000001 41.659112),no_spray
10116,"9100 West Higgins Road, Rosemont, IL 60018, USA",8.0,"9100  W HIGGINS RD, Chicago, IL",91.0,2013-09-06,41.9925,-87.863,27.0,CULEX PIPIENS/RESTUANS, W HIGGINS RD,,T009,0.0,POINT (-87.862995 41.99247800000001),no_spray
10117,"9100 West Higgins Road, Rosemont, IL 60018, USA",8.0,"9100  W HIGGINS RD, Chicago, IL",91.0,2013-09-06,41.9925,-87.863,30.0,CULEX PIPIENS, W HIGGINS RD,,T009,1.0,POINT (-87.862995 41.99247800000001),no_spray
10118,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,50.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10119,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,44.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10120,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,39.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10121,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,38.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10122,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,50.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10123,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,37.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10124,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,50.0,CULEX PIPIENS/RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10125,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,26.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10126,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,14.0,CULEX RESTUANS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10127,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,23.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10128,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,41.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10129,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,34.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10130,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,4.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10131,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,33.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10132,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,26.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10133,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,5.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10134,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,29.0,CULEX PIPIENS, W OHARE AIRPORT,,T900,1.0,POINT (-87.890615 41.974689),no_spray
10135,"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",9.0,"1000  W OHARE AIRPORT, Chicago, IL",10.0,2013-09-06,41.9747,-87.8906,7.0,CULEX ERRATICUS, W OHARE AIRPORT,,T900,0.0,POINT (-87.890615 41.974689),no_spray
10136,"Ohare Court, Bensenville, IL 60106, USA",5.0,"1000  W OHARE, Chicago, IL",10.0,2013-09-06,41.9578,-87.931,20.0,CULEX PIPIENS, W OHARE,,T903,0.0,POINT (-87.930995 41.957799),no_spray
10137,"4800 West Montana Street, Chicago, IL 60639, USA",8.0,"4800  W MONTANA ST, Chicago, IL",48.0,2013-09-06,41.9252,-87.7464,5.0,CULEX PIPIENS/RESTUANS, W MONTANA ST,,T222,0.0,POINT (-87.746381 41.92519799999999),no_spray
10138,"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",9.0,"5100  N MONT CLARE AVE, Chicago, IL",51.0,2013-09-06,41.9738,-87.8051,33.0,CULEX PIPIENS/RESTUANS, N MONT CLARE AVE,,T223,1.0,POINT (-87.805059 41.973845),no_spray
10139,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8.0,"8200  S KOSTNER AVE, Chicago, IL",82.0,2013-09-06,41.7434,-87.7314,5.0,CULEX PIPIENS/RESTUANS, S KOSTNER AVE,,T225,0.0,POINT (-87.731435 41.743402),no_spray
10140,"8200 South Kostner Avenue, Chicago, IL 60652, USA",8.0,"8200  S KOSTNER AVE, Chicago, IL",82.0,2013-09-06,41.7434,-87.7314,13.0,CULEX PIPIENS, S KOSTNER AVE,,T225,1.0,POINT (-87.731435 41.743402),no_spray
10141,"East 91st Place, Chicago, IL, USA",5.0,"6500  E 91ST PL, Chicago, IL",65.0,2013-09-06,41.7285,-87.601,11.0,CULEX PIPIENS/RESTUANS, E 91ST PL,,T227,0.0,POINT (-87.60096300000001 41.728495),no_spray
10142,"East 91st Place, Chicago, IL, USA",5.0,"6500  E 91ST PL, Chicago, IL",65.0,2013-09-06,41.7285,-87.601,10.0,CULEX PIPIENS, E 91ST PL,,T227,0.0,POINT (-87.60096300000001 41.728495),no_spray
10143,"1700 West Addison Street, Chicago, IL 60613, USA",9.0,"1700  W ADDISON ST, Chicago, IL",17.0,2013-09-06,41.9472,-87.6715,9.0,CULEX PIPIENS/RESTUANS, W ADDISON ST,,T224,0.0,POINT (-87.67145699999999 41.94722700000001),no_spray
10144,"1700 West Addison Street, Chicago, IL 60613, USA",9.0,"1700  W ADDISON ST, Chicago, IL",17.0,2013-09-06,41.9472,-87.6715,4.0,CULEX PIPIENS, W ADDISON ST,,T224,0.0,POINT (-87.67145699999999 41.94722700000001),no_spray
10145,"West Garfield Boulevard, Chicago, IL, USA",5.0,"9000  W GARFIELD BLVD, Chicago, IL",90.0,2013-09-06,41.7938,-87.6542,5.0,CULEX PIPIENS/RESTUANS, W GARFIELD BLVD,,T226,0.0,POINT (-87.654234 41.793818),no_spray
10146,"West Garfield Boulevard, Chicago, IL, USA",5.0,"9000  W GARFIELD BLVD, Chicago, IL",90.0,2013-09-06,41.7938,-87.6542,2.0,CULEX RESTUANS, W GARFIELD BLVD,,T226,0.0,POINT (-87.654234 41.793818),no_spray
10147,"West Garfield Boulevard, Chicago, IL, USA",5.0,"9000  W GARFIELD BLVD, Chicago, IL",90.0,2013-09-06,41.7938,-87.6542,15.0,CULEX PIPIENS, W GARFIELD BLVD,,T226,0.0,POINT (-87.654234 41.793818),no_spray
10148,"1300 North Laramie Avenue, Chicago, IL 60651, USA",9.0,"1300  N LARAMIE AVE, Chicago, IL",13.0,2013-09-06,41.9042,-87.7562,6.0,CULEX PIPIENS, N LARAMIE AVE,,T230,0.0,POINT (-87.75615500000001 41.904194),no_spray
